"LLAVE_AGEB","UNIVERSO_ACT_LEGISLATIVAS","UNIVERSO_AGRICULTURA","UNIVERSO_ALOJAMIENTO_ALIMENTOS_Y_BEBIDAS","UNIVERSO_COMERCIO_MAYOREO","UNIVERSO_COMERCIO_AL_POR_MENOR","UNIVERSO_CONSTRUCCION","UNIVERSO_CORPORATIVOS","UNIVERSO_ELECTRICIDAD_AGUA_Y_GAS","UNIVERSO_IND_MANOFACTURA","UNIVERSO_INF_MEDIOS_MASIVOS","UNIVERSO_MINERIA","UNIVERSO_SERVICIOS_EXCEPTO_GUBERNAMENTALES","UNIVERSO_SERVICIOS_CIENTIFICOS","UNIVERSO_SERVICIOS_EDUCACION","UNIVERSO_SERVICIOS_FINANCIEROS_Y_SEGUROS","UNIVERSO_SERVICIOS_INMOBILIARIOS_Y_ALQUILER","UNIVERSO_SERVICIOS_NEGOCIOS","UNIVERSO_SERVICIOS_RECREATIVOS","UNIVERSO_SERVICIOS_SALUD","UNIVERSO_TRANSPORTE_CORREOS_Y_ALMACENAMIENTO"
"1000500013575",0,0,23,1,47,0,0,0,8,0,0,28,0,1,0,2,0,0,3,0
"100050001358A",0,0,13,0,46,0,0,0,11,0,0,23,0,3,0,0,5,0,3,0
"1000500013607",0,0,22,0,24,0,0,0,5,0,0,10,3,1,0,2,5,2,9,0
"1000500013611",0,0,4,2,13,0,0,0,3,0,1,5,0,4,0,0,1,1,3,0
"1000500013626",0,0,5,0,8,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1000500013630",0,0,18,0,30,0,0,0,14,1,0,11,3,5,3,2,0,1,0,0
"1000500013645",0,0,6,1,33,0,0,0,3,0,0,5,0,0,0,0,2,0,1,0
"100050001365A",1,0,5,10,15,1,0,0,8,0,0,12,0,1,3,3,0,1,2,2
"1000500013664",0,0,17,1,21,1,0,0,5,0,0,12,0,2,0,0,2,0,1,3
"1000500013679",0,0,22,0,22,1,0,0,14,1,2,21,1,2,1,1,0,1,3,0
"1000500013683",0,0,7,1,26,0,0,0,6,0,0,8,1,2,0,0,0,1,0,0
"1000500013698",4,0,87,3,129,3,0,4,9,8,0,28,6,3,31,4,12,8,3,12
"1000500013700",0,0,7,0,22,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
"1000500013715",0,0,6,1,18,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0
"100050001372A",0,0,17,8,37,3,0,0,13,0,1,28,2,3,2,2,1,2,1,0
"1000500013753",1,0,11,4,39,1,0,0,4,0,0,25,1,4,2,2,1,2,1,5
"1000500013768",0,0,20,7,38,0,0,0,35,0,0,30,0,2,1,1,2,0,3,1
"1000500013772",0,0,20,5,64,0,0,0,46,0,0,15,0,9,0,0,3,3,1,0
"1000500013787",2,0,19,38,125,2,0,0,16,0,0,25,0,5,5,5,5,1,5,3
"1000500013791",0,0,9,2,42,1,0,0,28,0,0,13,0,4,1,2,0,1,1,2
"1000500013804",1,0,23,5,42,0,0,1,6,1,0,20,8,6,8,3,3,1,7,5
"1000500013819",8,0,18,3,38,0,0,0,18,0,0,25,7,2,5,1,0,2,10,0
"1000500013823",2,0,20,1,55,2,0,0,17,2,0,26,3,3,4,7,5,3,5,2
"1000500013838",0,0,15,1,35,0,0,0,10,0,0,16,0,3,0,0,2,3,3,1
"1000500013842",0,0,8,4,25,4,0,0,13,0,0,16,0,3,0,6,1,3,5,3
"1000500013857",1,0,19,2,35,0,0,0,11,1,0,32,1,7,0,3,0,2,1,2
"1000500013861",2,0,25,3,54,1,0,0,11,1,0,24,1,5,1,0,3,0,4,0
"1000500013876",0,0,19,0,57,0,0,0,17,1,0,22,1,6,1,0,2,6,2,0
"1000500013880",0,0,22,5,36,2,0,0,11,0,0,28,4,1,0,0,3,1,8,0
"1000500013895",1,0,38,3,50,1,0,0,12,0,0,16,0,3,0,0,2,0,7,0
"1000500013908",1,0,11,2,39,1,0,1,8,1,0,32,0,4,2,1,1,1,5,0
"1000500013912",0,0,32,3,82,1,0,0,10,0,0,28,2,2,0,2,4,5,6,1
"1000500013927",0,0,28,0,74,1,0,0,10,1,0,15,1,4,5,4,2,4,3,0
"1000500013931",0,0,28,4,25,1,0,0,7,0,0,12,3,0,6,4,0,2,1,0
"1000500013946",0,0,3,0,28,1,0,0,5,0,0,17,0,3,0,0,1,0,3,0
"1000500013950",7,0,12,6,40,6,0,0,11,1,0,13,2,4,9,0,0,2,5,0
"100050001397A",0,0,1,1,14,2,0,0,1,0,0,4,1,0,0,1,0,0,2,0
"1000500013984",0,0,11,0,23,0,0,0,12,0,0,13,0,3,0,1,1,1,2,0
"1000500013999",4,1,15,0,40,1,0,0,10,0,0,27,2,3,0,2,2,2,2,0
"1000500014003",0,0,14,0,45,0,0,0,6,0,0,19,0,1,0,0,2,1,2,0
"1000500014018",0,0,0,1,7,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0
"1000500014022",0,0,8,2,21,2,0,0,7,0,0,11,0,0,0,2,1,2,1,0
"1000500014037",2,0,17,2,40,0,0,0,10,0,0,12,1,6,0,0,2,2,2,0
"1000500014056",0,0,4,2,11,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0
"1000500014060",1,0,9,0,7,1,0,0,0,0,0,1,1,1,4,2,0,1,0,0
"1000500014075",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1000500014145",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100050001415A",0,0,13,0,35,0,0,0,6,0,0,12,1,2,0,0,1,0,0,0
"1000500014164",0,0,8,2,31,0,0,0,7,0,0,3,1,3,0,1,0,2,0,0
"1000500014179",0,0,5,2,19,0,0,0,5,0,0,7,0,3,1,1,1,1,1,2
"1000500014183",0,0,13,1,34,0,0,0,8,0,0,14,1,4,0,1,1,2,2,0
"1000500014198",1,0,7,0,53,0,0,0,12,0,0,10,0,3,0,1,1,1,1,0
"1000500014200",0,0,15,0,51,0,0,0,10,0,0,26,0,3,0,0,1,0,4,0
"1000500014215",0,0,5,0,33,0,0,0,4,0,0,16,1,1,2,2,3,1,3,0
"100050001422A",0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"1000500014234",1,0,1,0,9,1,0,0,0,0,0,3,0,1,2,0,0,0,1,0
"1000500014268",0,0,7,2,30,0,0,0,6,0,0,20,0,0,0,0,4,2,2,0
"1000500014272",2,0,18,1,41,0,0,0,6,0,2,9,1,1,5,0,4,1,2,0
"1000500014287",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1000500014304",0,0,4,0,25,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0
"1000500014319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014323",0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1000500014376",0,0,17,1,52,0,0,0,8,0,0,13,0,2,0,1,3,3,1,0
"1000500014395",0,0,3,0,6,0,0,0,2,0,0,2,1,0,2,0,0,0,0,0
"1000500014408",0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
"1000500014427",0,0,0,2,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"1000500014446",0,0,13,1,41,0,0,0,9,0,0,21,0,7,5,2,2,2,3,0
"1000500014450",0,0,20,3,55,1,0,0,6,0,0,16,1,6,1,0,2,5,3,0
"1000500014484",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500014499",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014516",0,0,0,0,7,0,0,0,1,0,0,4,0,2,0,0,1,0,0,0
"1000500014535",0,0,9,2,29,0,0,0,4,0,0,6,0,3,0,0,0,0,0,0
"100050001454A",0,0,0,0,10,0,0,0,3,0,0,4,0,2,0,1,0,0,0,0
"1000500014569",0,0,11,3,19,3,0,0,3,0,0,13,2,2,0,3,0,0,6,1
"1000500014573",1,0,16,3,37,1,0,0,8,1,0,18,1,8,6,1,0,1,0,0
"1000500014592",1,0,32,3,79,1,0,1,16,1,0,30,1,6,1,0,0,2,5,1
"1000500014605",1,0,2,1,13,2,0,0,1,0,0,3,0,1,1,0,0,0,0,2
"1000500014677",0,0,1,3,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2
"1000500014681",0,0,6,0,22,0,0,0,6,0,0,6,0,1,0,0,1,0,0,0
"1000500014696",0,0,1,0,6,0,0,0,3,0,0,3,0,1,0,0,1,0,0,0
"1000500014709",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014713",0,0,2,0,7,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"1000500014728",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1000500014732",0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0
"1000500014747",0,0,6,0,8,0,0,0,3,0,0,11,1,0,0,0,1,1,0,0
"1000500014785",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014802",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"1000500014817",0,0,1,1,2,0,0,0,8,0,0,2,1,1,0,0,0,0,1,0
"1000500014836",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014840",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500014855",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"100050001486A",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500014978",0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"1000500014982",0,0,28,1,67,0,0,0,12,0,0,20,0,3,0,0,2,0,1,0
"1000500014997",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015001",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500015016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000500015020",0,0,21,2,44,0,0,0,12,0,0,15,0,3,0,1,3,2,2,0
"1000500015035",0,0,5,3,12,1,0,0,4,0,1,5,0,1,0,1,0,0,1,2
"1000500015069",1,0,6,4,23,4,0,0,13,0,1,21,0,2,0,4,0,2,0,4
"1000500015073",0,0,2,0,10,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0
"1000500015088",0,0,0,1,8,0,0,0,4,0,0,5,0,0,0,0,0,1,1,0
"1000500015092",0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"1000500015105",1,0,4,0,25,0,0,0,3,1,0,6,0,0,0,0,0,3,1,0
"100050001511A",8,0,26,8,38,4,0,0,6,2,0,18,2,7,2,2,7,4,6,6
"1000500015124",0,0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1000500015139",0,0,2,2,11,0,0,0,1,0,0,5,0,1,0,1,0,0,1,0
"1000500015158",1,0,7,2,24,0,0,0,2,1,0,10,0,4,1,0,0,1,6,0
"1000500015162",1,0,16,0,39,5,0,0,3,1,0,23,2,3,1,2,1,0,7,1
"1000500015177",0,0,4,3,14,1,0,0,5,0,0,9,0,2,0,0,0,1,0,1
"1000500015181",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500015209",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015251",0,0,7,2,28,0,0,0,12,0,0,13,0,1,0,0,0,0,3,0
"1000500015266",2,0,4,1,17,0,0,0,2,0,0,7,0,4,0,0,0,0,3,0
"1000500015270",4,0,27,0,10,1,0,1,2,1,0,4,2,4,0,1,0,4,5,2
"1000500015285",3,0,15,0,8,4,0,0,2,5,0,5,4,11,3,2,1,2,3,0
"1000500015302",0,0,20,1,29,2,0,0,2,0,0,20,0,3,0,1,1,3,2,0
"1000500015317",2,0,37,1,69,3,0,0,17,1,0,38,10,3,2,2,0,0,14,0
"1000500015321",1,0,34,3,59,5,0,1,12,1,0,31,5,4,16,2,3,3,11,3
"1000500015336",0,0,4,0,19,0,0,0,5,0,0,4,1,0,0,0,0,2,0,0
"1000500015340",3,0,10,0,21,0,0,0,3,1,0,17,1,6,0,0,0,0,3,0
"1000500015355",2,0,16,3,32,1,0,0,13,0,0,21,3,5,0,0,2,3,7,1
"100050001536A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015389",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"1000500015393",0,0,10,0,28,2,0,0,3,0,0,11,0,3,0,2,0,0,3,0
"1000500015406",0,0,9,0,24,0,0,0,4,0,0,7,0,2,0,0,1,0,1,0
"1000500015410",0,0,5,0,15,0,0,0,2,0,0,4,0,0,1,0,0,1,2,0
"1000500015425",0,0,5,4,15,1,0,0,1,0,0,7,1,2,0,1,0,2,1,0
"100050001543A",0,0,0,1,16,0,0,0,7,0,0,3,0,2,0,0,0,1,0,0
"1000500015444",1,0,10,0,29,0,0,0,16,0,0,9,0,3,0,0,0,0,1,0
"1000500015459",0,0,11,1,32,0,0,0,10,1,0,19,0,1,0,1,1,1,2,0
"1000500015463",0,0,12,1,15,3,0,0,9,0,0,7,1,2,0,2,0,1,2,0
"1000500015478",0,0,4,2,37,0,0,0,13,0,0,14,0,2,0,1,0,0,2,0
"1000500015482",0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"1000500015497",0,0,2,0,27,3,0,0,13,0,0,5,0,0,0,0,0,0,2,0
"100050001550A",0,0,9,2,27,0,0,0,8,0,0,5,0,1,0,0,0,1,0,0
"1000500015514",0,0,2,0,10,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0
"1000500015529",0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500015533",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500015548",0,0,5,0,14,0,0,0,7,0,0,6,0,3,0,1,1,1,0,0
"1000500015552",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500015567",0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500015571",0,0,1,1,21,0,0,0,6,0,0,1,0,1,0,0,0,0,1,0
"1000500015586",0,0,1,0,14,0,0,0,4,0,0,6,0,2,0,0,0,0,0,0
"1000500015590",0,0,4,1,18,0,0,0,4,0,0,9,0,2,0,2,1,0,0,0
"1000500015603",0,0,1,0,3,1,0,0,2,0,0,4,1,0,0,1,0,0,0,0
"1000500015622",0,0,13,1,36,0,0,0,8,0,0,18,0,5,0,1,1,1,2,0
"1000500015637",0,0,7,2,21,0,0,0,4,0,0,6,2,1,0,0,0,0,3,0
"1000500015641",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1000500015656",0,0,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"1000500015660",0,0,2,1,4,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0
"100050001568A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015707",0,0,4,0,14,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"1000500015711",1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1000500015726",0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1000500015730",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100050001575A",0,0,2,0,10,0,0,0,2,0,0,5,0,2,0,1,0,0,1,0
"1000500015764",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015779",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015798",0,0,1,1,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0
"1000500015800",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100050001582A",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500015834",0,0,22,0,44,0,0,0,12,0,0,16,0,3,0,1,1,1,6,0
"1000500015849",1,0,5,0,11,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
"1000500015853",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500015868",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015887",0,0,5,0,13,0,0,0,0,0,0,5,0,3,0,0,1,1,0,0
"1000500015891",0,0,1,1,16,0,0,0,2,0,0,1,1,3,0,0,0,1,0,0
"1000500015904",0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1000500015919",0,0,4,1,21,0,0,0,3,1,0,6,0,0,0,1,0,0,2,0
"1000500015923",0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1000500015938",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500015957",0,0,9,2,27,1,0,0,10,0,0,8,0,1,4,3,0,0,0,0
"1000500015961",0,0,4,0,15,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
"1000500015976",0,0,1,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0
"1000500015980",0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0
"1000500015995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1000500016014",0,0,12,1,17,0,0,0,5,0,0,7,1,2,0,0,1,1,3,1
"1000500016029",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016033",0,0,4,1,17,0,0,0,6,0,0,4,0,3,0,0,0,0,1,0
"1000500016048",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1000500016052",0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"1000500016067",0,0,1,0,17,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"1000500016086",0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500016103",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500016156",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016160",0,0,0,2,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"1000500016175",2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100050001618A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016194",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1000500016207",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016211",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016226",0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100050001625A",0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"1000500016264",0,0,2,0,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"1000500016279",0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1000500016283",0,0,0,0,33,0,0,0,6,0,0,9,0,4,0,0,1,3,1,0
"1000500016298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000500016300",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500016349",0,0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016353",0,0,1,1,11,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"1000500016368",0,0,0,0,2,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0
"1000500016372",0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1000500016387",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"1000500016419",0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0
"1000500016438",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500016461",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016476",0,0,5,0,7,0,0,0,4,0,0,4,0,3,0,0,1,0,0,0
"1000500016480",2,0,4,0,16,0,0,1,5,0,0,9,0,0,0,0,1,2,0,0
"1000500016508",0,0,1,0,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"1000500016512",0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"1000500016527",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016531",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0
"1000500016546",0,0,2,0,16,0,0,0,4,0,0,7,0,1,0,0,0,0,1,0
"1000500016550",0,0,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"1000500016565",0,0,4,4,14,0,0,0,5,0,0,6,0,2,0,2,0,0,1,0
"100050001657A",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500016584",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016601",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1000500016616",0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"1000500016620",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"1000500016635",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016654",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500016669",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016673",0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016688",0,0,3,0,6,1,0,0,0,0,0,3,1,0,0,1,1,0,0,1
"1000500016724",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016758",0,0,3,0,12,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"1000500016762",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016777",1,1,1,1,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1
"1000500016781",0,0,4,1,15,0,0,0,3,0,0,6,0,2,0,0,0,1,0,0
"1000500016796",0,0,5,0,11,0,0,0,6,0,0,2,0,1,0,0,1,0,0,0
"1000500016813",0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016828",0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1000500016832",0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500016847",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"1000500016885",0,0,1,0,5,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
"100050001689A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016902",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500016921",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100050001696A",0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"1000500016974",0,0,2,3,4,4,0,0,2,0,0,4,0,0,0,0,0,1,0,1
"1000500016989",0,0,2,5,4,2,0,0,6,0,1,8,0,0,0,1,0,0,0,1
"1000500016993",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500017012",0,0,5,1,14,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0
"1000500017027",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017031",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017050",0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017065",0,0,7,0,12,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0
"1000500017099",0,0,2,0,8,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
"1000500017101",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017120",0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500017135",0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1000500017154",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500017169",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1000500017188",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017192",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017205",0,0,1,0,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"100050001721A",0,0,1,0,7,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0
"1000500017224",0,0,1,1,2,0,0,0,2,0,0,2,0,0,4,0,0,0,0,1
"1000500017239",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500017243",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1000500017262",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017277",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017281",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"1000500017313",0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500017328",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500017347",0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000500017385",0,0,1,0,4,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0
"1000500017417",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000500017421",0,0,6,0,15,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0
"1000500017440",0,0,0,1,12,1,0,0,1,0,0,4,0,2,0,0,0,0,0,0
"1000500017455",0,0,0,1,10,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
"100050001746A",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000500017474",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017493",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017506",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1000500017559",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000500017578",0,0,7,0,31,0,0,0,6,0,0,4,0,1,0,0,1,0,0,0
"1000500017597",0,0,5,2,5,0,0,0,1,0,0,2,0,2,0,1,1,0,0,0
"100050001760A",1,0,5,5,9,1,0,0,5,0,0,4,0,1,0,1,0,1,0,0
"1000500017614",0,0,1,1,1,0,0,0,5,0,0,1,0,1,0,1,0,0,0,1
"1000500017633",1,0,3,0,1,1,0,0,5,0,0,2,0,0,3,0,1,0,0,0
"1000500017648",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"1000500017652",0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
