"LLAVE_AGEB","UNIVERSO_ACT_LEGISLATIVAS","UNIVERSO_AGRICULTURA","UNIVERSO_ALOJAMIENTO_ALIMENTOS_Y_BEBIDAS","UNIVERSO_COMERCIO_MAYOREO","UNIVERSO_COMERCIO_AL_POR_MENOR","UNIVERSO_CONSTRUCCION","UNIVERSO_CORPORATIVOS","UNIVERSO_ELECTRICIDAD_AGUA_Y_GAS","UNIVERSO_IND_MANOFACTURA","UNIVERSO_INF_MEDIOS_MASIVOS","UNIVERSO_MINERIA","UNIVERSO_SERVICIOS_EXCEPTO_GUBERNAMENTALES","UNIVERSO_SERVICIOS_CIENTIFICOS","UNIVERSO_SERVICIOS_EDUCACION","UNIVERSO_SERVICIOS_FINANCIEROS_Y_SEGUROS","UNIVERSO_SERVICIOS_INMOBILIARIOS_Y_ALQUILER","UNIVERSO_SERVICIOS_NEGOCIOS","UNIVERSO_SERVICIOS_RECREATIVOS","UNIVERSO_SERVICIOS_SALUD","UNIVERSO_TRANSPORTE_CORREOS_Y_ALMACENAMIENTO"
"3105000014867",0,0,4,4,9,2,0,0,3,0,0,11,7,5,1,1,1,3,9,0
"3105000014871",0,0,5,11,16,3,0,0,10,1,0,10,1,6,0,3,2,0,1,6
"3105000014886",0,0,16,1,32,0,0,0,4,0,0,15,2,0,0,1,2,1,0,0
"3105000014890",0,0,16,2,28,0,0,0,3,0,0,9,0,6,0,1,0,2,0,1
"3105000014903",0,0,36,8,34,1,0,0,6,1,0,34,6,2,5,4,3,0,9,0
"3105000014937",0,0,4,4,6,0,0,0,2,0,0,0,0,2,7,1,2,0,0,2
"3105000014960",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3105000014975",0,0,3,7,14,2,0,0,6,0,0,4,2,4,0,0,0,0,1,1
"310500001498A",0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0
"3105000014994",0,0,2,0,8,0,0,0,2,0,0,5,0,1,0,1,0,0,3,0
"3105000015009",0,0,5,2,4,2,0,0,2,0,0,6,1,4,0,3,0,1,0,0
"3105000015013",0,0,15,3,24,4,0,0,7,1,0,34,2,5,2,6,0,3,7,0
"3105000015028",1,0,13,1,31,3,0,0,6,5,0,21,2,1,2,5,1,2,6,0
"3105000015032",0,0,12,0,16,0,0,0,8,1,0,13,0,1,1,0,1,1,0,0
"3105000015047",0,0,10,3,18,2,0,0,8,0,0,17,1,3,3,2,1,0,1,0
"3105000015051",0,0,3,1,2,1,0,0,1,0,0,2,1,4,0,1,2,0,4,0
"3105000015066",0,0,8,1,11,3,0,0,0,0,0,13,0,6,1,3,0,2,0,0
"3105000015070",0,0,17,2,27,2,0,0,16,0,0,14,2,4,1,2,3,3,10,0
"3105000015085",1,0,22,6,28,0,0,0,10,0,0,21,0,7,1,1,2,3,2,0
"310500001509A",5,0,15,7,33,1,0,0,6,0,0,13,0,4,6,3,4,2,6,2
"3105000015102",3,0,22,3,20,0,0,0,1,0,0,14,3,10,0,2,1,1,7,0
"3105000015117",1,0,21,1,47,1,0,0,8,0,0,18,0,4,0,2,2,4,0,0
"3105000015121",0,0,25,5,45,1,0,0,8,0,0,26,0,4,2,1,0,2,5,1
"3105000015136",0,0,12,0,33,0,0,0,6,0,0,16,3,7,0,1,0,2,4,0
"3105000015140",0,0,15,1,45,3,0,0,11,0,0,9,1,3,1,1,1,4,4,0
"3105000015155",0,0,8,2,36,0,0,0,9,1,0,16,0,4,1,2,0,2,6,0
"310500001516A",2,0,8,0,27,0,0,0,7,0,0,11,0,0,0,1,1,0,4,0
"3105000015174",0,0,3,1,7,1,0,0,0,0,0,6,0,2,0,0,1,0,2,0
"3105000015189",0,0,2,1,8,0,0,0,1,0,0,9,4,1,0,3,0,0,4,0
"3105000015210",4,0,20,8,37,11,0,0,10,4,0,22,25,7,31,10,16,1,210,5
"3105000015225",2,0,40,26,59,4,1,0,24,1,0,31,26,3,16,6,9,2,7,0
"310500001523A",0,0,16,11,45,8,0,1,9,1,0,39,8,4,4,3,4,3,18,0
"3105000015244",2,0,17,12,39,13,0,0,12,0,0,24,18,2,4,6,4,4,3,1
"3105000015259",9,0,37,15,150,7,0,0,16,2,0,55,14,5,28,7,5,7,15,2
"3105000015263",1,0,14,17,46,4,0,0,12,4,0,31,17,4,3,4,1,0,10,0
"3105000015278",0,0,11,3,24,1,0,0,12,0,0,14,3,6,4,1,1,1,5,1
"3105000015282",0,0,7,2,21,2,0,0,8,0,0,13,0,2,0,0,0,2,1,0
"3105000015297",0,0,28,8,96,0,0,0,9,4,0,10,2,2,25,2,1,7,6,0
"310500001530A",1,0,11,1,33,0,0,0,9,0,0,22,0,6,4,1,1,2,4,2
"3105000015314",0,0,12,1,42,2,0,0,13,0,0,30,2,7,1,4,2,1,10,0
"3105000015329",1,0,17,7,54,0,0,1,13,0,0,32,4,2,2,1,2,4,3,0
"3105000015333",0,0,18,4,53,1,0,0,16,0,0,15,0,1,1,2,0,0,2,0
"3105000015348",0,0,10,6,39,0,0,0,7,0,0,16,1,6,2,3,0,2,4,0
"3105000015386",2,0,8,16,17,2,0,5,27,0,0,2,1,1,8,2,1,0,0,12
"3105000015390",1,0,7,17,23,5,0,0,18,1,0,2,1,0,4,8,5,0,0,12
"3105000015418",0,0,20,9,28,2,0,0,6,0,0,28,11,10,6,11,9,7,9,0
"3105000015422",0,0,7,0,18,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0
"3105000015437",0,0,5,0,16,0,0,0,1,0,0,4,0,0,1,1,0,0,0,0
"3105000015441",0,0,0,2,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"3105000015456",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000015460",0,0,19,5,25,1,0,0,3,2,0,18,2,1,3,1,2,2,8,0
"3105000015475",0,0,30,0,40,2,0,0,4,3,0,21,3,6,0,0,3,1,11,0
"310500001548A",0,0,8,0,9,0,0,0,1,0,0,11,0,1,0,1,1,0,0,0
"3105000015494",0,0,9,5,33,1,0,1,13,0,0,9,1,2,0,1,2,0,1,0
"3105000015511",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"3105000015526",0,0,3,2,15,2,0,0,2,0,0,5,0,0,1,0,0,2,0,3
"3105000015579",0,0,7,2,14,2,0,0,6,0,0,7,1,1,0,0,0,0,2,0
"3105000015583",1,0,41,11,182,3,0,0,1,4,0,29,13,4,41,5,12,4,311,5
"3105000015598",0,0,10,7,20,1,0,0,3,2,0,11,9,2,11,6,5,1,73,2
"3105000015600",0,0,2,2,7,2,0,0,1,1,0,3,2,1,1,2,2,0,4,0
"310500001562A",3,0,3,3,12,0,0,0,5,0,0,1,0,0,0,2,0,0,0,1
"3105000015634",0,0,6,1,13,1,0,0,5,0,0,9,4,1,0,1,1,0,2,0
"3105000015649",0,0,12,0,22,1,0,0,5,0,0,13,1,1,0,0,1,0,3,0
"3105000015672",0,0,3,0,23,0,0,0,6,0,0,14,1,0,0,1,0,0,1,0
"3105000015687",0,0,26,1,39,2,0,0,7,0,0,25,3,4,1,1,0,2,8,0
"3105000015691",0,0,12,2,27,3,0,1,11,0,0,10,0,6,0,0,0,0,2,0
"3105000015704",0,0,7,3,15,0,0,0,2,0,0,7,0,2,1,1,4,0,0,0
"3105000015719",0,0,21,1,21,1,0,0,9,0,0,16,1,1,1,1,0,1,3,0
"3105000015723",1,0,21,0,28,0,0,0,4,1,0,11,3,2,2,3,0,3,3,0
"3105000015738",0,0,12,0,14,2,0,0,3,0,0,17,2,2,1,2,0,1,7,0
"3105000015742",1,0,19,4,35,1,0,0,7,0,0,19,3,2,2,3,0,2,5,0
"3105000015757",0,0,36,4,44,4,0,1,4,1,0,21,6,5,11,2,3,2,14,0
"3105000015761",0,0,11,6,13,2,0,0,3,0,0,4,1,2,4,3,1,0,1,1
"3105000015776",0,0,10,0,9,0,0,0,1,1,0,6,0,1,2,0,1,0,0,0
"3105000015780",0,0,6,2,22,1,0,0,10,1,0,13,0,4,1,1,1,1,0,0
"3105000015795",0,0,8,1,10,0,0,1,4,0,0,11,1,9,0,1,1,0,4,0
"3105000015808",0,0,5,1,25,0,0,0,4,0,0,15,3,2,0,1,1,1,5,0
"3105000015812",0,0,5,1,18,0,0,0,4,1,0,6,2,0,9,3,1,0,1,0
"3105000015827",0,0,8,0,12,2,0,0,1,0,0,7,1,4,0,0,1,0,0,0
"3105000015831",0,0,4,0,26,0,0,0,5,0,0,17,0,2,0,1,1,0,6,0
"3105000015846",0,0,36,5,39,0,0,1,5,0,0,36,4,8,1,1,4,1,6,0
"3105000015850",0,0,9,1,13,0,0,0,0,0,0,6,1,2,0,0,1,0,0,0
"3105000015865",0,0,5,27,28,1,0,0,10,0,0,12,3,3,2,2,3,0,3,2
"310500001587A",0,0,2,1,10,0,0,0,2,0,0,10,0,2,0,0,1,0,2,0
"3105000015884",0,0,5,0,10,0,0,0,3,0,0,6,1,1,0,1,1,0,0,0
"3105000015899",0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3105000015916",0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0
"3105000015935",0,0,12,1,14,0,0,0,2,0,0,3,1,0,0,1,1,0,0,0
"310500001594A",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0
"3105000015969",0,0,0,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
"3105000015973",0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2
"3105000015988",1,0,3,0,9,0,0,1,0,0,0,6,1,0,0,0,1,1,0,0
"3105000015992",10,0,1,3,4,0,0,0,3,0,0,0,0,1,6,2,0,0,0,1
"3105000016007",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000016030",0,0,15,5,41,0,0,0,11,0,0,19,0,4,0,1,0,0,1,0
"3105000016045",1,0,14,5,70,0,0,0,11,0,0,20,0,0,0,2,1,1,3,0
"310500001605A",0,0,6,3,45,0,0,0,12,0,0,10,1,5,0,0,1,0,0,0
"3105000016064",0,0,13,4,23,0,0,0,3,0,0,13,0,0,0,1,0,1,1,1
"3105000016079",0,0,7,0,21,0,0,0,1,0,0,6,0,4,0,1,0,0,1,0
"3105000016083",0,0,2,1,1,2,0,0,0,0,0,1,0,3,0,1,0,1,0,0
"3105000016098",0,0,0,11,8,0,0,0,8,2,0,3,2,2,1,0,0,2,2,0
"3105000016100",0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,1
"3105000016115",1,0,35,3,44,1,0,1,8,0,0,23,1,2,2,5,0,3,7,3
"310500001612A",1,0,59,2,63,0,0,0,26,0,0,22,2,7,4,3,1,3,3,1
"3105000016134",0,0,12,7,18,1,0,0,10,0,0,8,0,0,0,0,0,1,0,1
"3105000016149",0,0,12,2,27,0,0,0,11,0,0,13,1,3,0,0,1,0,2,2
"3105000016153",0,0,6,0,15,0,0,0,3,0,0,3,0,1,0,1,0,1,0,0
"3105000016172",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000016187",0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"3105000016191",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3105000016238",0,0,2,0,3,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0
"3105000016242",0,0,0,4,6,0,1,0,8,0,0,0,3,0,3,1,1,0,0,1
"3105000016261",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"3105000016365",0,0,16,2,23,2,0,0,3,0,0,23,3,16,0,3,3,1,3,0
"310500001637A",1,0,16,1,38,0,0,0,4,0,0,15,1,2,1,0,0,1,5,0
"3105000016384",1,0,5,0,27,0,0,0,3,0,0,14,1,2,4,1,2,3,1,1
"3105000016399",1,0,10,5,31,2,0,0,8,0,0,23,0,1,6,2,0,1,6,0
"3105000016401",0,0,8,5,28,2,0,0,9,0,0,17,4,5,1,1,1,1,2,0
"3105000016416",0,0,2,4,15,0,0,0,1,0,0,7,0,0,1,0,0,0,1,0
"3105000016420",0,0,2,0,5,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0
"3105000016435",1,0,4,0,10,0,0,0,6,0,0,5,0,3,0,4,0,0,0,0
"310500001644A",0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,3,2,1,0,0
"3105000016454",0,0,0,1,4,0,0,0,1,0,0,6,1,0,0,0,0,0,3,0
"3105000016469",1,0,6,0,6,1,0,0,1,0,0,10,2,7,0,1,1,0,3,0
"3105000016473",1,0,31,3,83,1,0,0,8,0,0,32,4,4,0,4,1,3,14,1
"3105000016488",0,0,16,1,53,8,0,0,15,0,0,20,6,4,0,6,7,1,7,1
"3105000016492",1,1,19,6,32,10,0,0,12,2,0,20,13,4,3,4,4,2,0,3
"3105000016505",2,0,46,4,46,5,0,0,11,2,0,24,4,6,17,3,4,3,6,0
"310500001651A",0,0,7,3,10,3,0,0,0,0,0,9,3,3,1,3,3,1,5,0
"3105000016524",0,0,10,4,21,1,0,0,3,0,0,16,2,7,1,2,5,2,5,0
"3105000016539",0,0,11,2,12,0,0,0,1,0,0,8,0,1,1,1,0,2,2,0
"3105000016543",0,0,20,2,12,8,0,0,1,0,0,9,7,3,0,2,1,2,3,0
"3105000016558",0,0,17,0,29,1,0,0,9,0,0,31,1,5,0,2,1,2,3,0
"3105000016613",1,0,6,9,6,1,0,0,4,0,0,3,1,0,0,0,0,0,0,0
"3105000016628",0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"3105000016632",0,0,5,1,9,1,0,0,0,0,0,12,3,1,0,0,3,0,5,0
"3105000016647",0,0,3,0,12,2,0,1,2,0,0,6,0,3,0,3,0,0,5,0
"3105000016651",0,0,14,2,10,2,0,0,1,0,0,11,3,0,0,1,0,1,3,0
"3105000016666",0,0,4,2,11,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0
"3105000016670",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310500001669A",0,0,7,2,9,1,0,1,0,2,0,5,1,5,5,1,1,1,1,0
"3105000016702",0,0,14,0,13,2,0,0,2,0,0,5,1,4,0,0,1,0,2,0
"3105000016717",1,0,7,0,15,1,0,0,2,1,0,7,3,4,0,0,0,0,4,0
"3105000016721",0,0,20,1,20,3,0,0,1,0,0,12,3,6,0,1,1,1,2,0
"3105000016736",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"3105000016740",0,0,8,5,17,1,0,3,5,0,0,3,0,0,6,0,2,0,1,5
"3105000016755",0,0,7,0,5,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0
"3105000016774",0,0,3,1,5,1,0,0,1,0,0,6,0,2,0,0,1,0,1,0
"3105000016789",0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1
"3105000016793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105000016806",0,0,3,3,5,2,0,0,2,0,0,3,0,1,0,0,1,0,0,0
"3105000016810",0,0,2,0,14,1,0,0,3,0,0,3,1,0,0,0,1,0,2,0
"3105000016825",0,0,5,0,21,0,0,0,4,0,0,8,0,0,1,0,0,0,2,0
"310500001683A",0,0,4,1,14,0,0,0,4,0,0,8,0,0,0,0,1,1,1,0
"3105000016844",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000016859",0,0,4,2,13,0,0,0,1,0,0,2,0,0,0,1,2,0,2,1
"3105000016863",0,0,4,0,9,1,0,0,2,1,0,3,0,2,0,1,0,0,0,0
"3105000016878",0,0,2,0,14,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0
"3105000016882",0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3105000016897",0,0,2,0,5,2,0,0,0,0,0,3,0,2,0,1,0,0,1,0
"310500001690A",0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0
"3105000016914",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000016929",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000016948",0,0,24,3,109,1,0,0,4,2,0,5,0,2,1,1,2,2,0,0
"3105000016952",0,0,2,1,7,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0
"3105000016986",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000016990",0,0,1,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
"3105000017005",0,0,3,0,8,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"310500001701A",0,0,2,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"310500075441A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3105000754424",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000754439",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3105000754443",0,0,13,1,38,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0
"3105000754458",0,0,30,6,42,3,0,1,12,1,0,25,0,8,5,3,2,2,8,0
"3105000756011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105000756562",0,0,8,5,38,1,0,0,6,0,0,11,0,3,5,1,1,0,0,0
"3105000756577",2,0,3,5,33,0,0,0,8,1,0,13,1,1,1,0,0,0,3,1
"3105000774388",0,0,25,0,48,1,0,0,14,0,0,20,1,1,0,1,0,0,1,0
"3105000774392",1,0,16,2,43,0,0,1,12,0,0,16,0,6,0,2,0,1,2,0
"3105000774941",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000774956",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000775530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105000776327",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000776331",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3105000842184",0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3105000842199",1,0,15,3,51,1,0,0,18,1,0,16,2,0,3,2,1,2,11,1
"3105000843568",0,1,3,0,7,2,0,0,3,0,0,1,3,1,2,2,1,0,0,1
"3105000844053",0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3105000844373",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3105000845193",0,1,15,3,25,1,0,0,3,0,0,7,0,3,1,3,0,0,1,0
"3105000845206",0,0,6,6,22,3,0,1,10,0,0,16,1,6,0,0,2,1,2,0
"3105000845352",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3105000882042",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3105000902057",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000932127",3,0,24,4,42,0,0,0,10,1,0,19,0,4,1,2,2,1,7,0
"3105000933816",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105000933820",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3105000935653",0,2,10,0,40,0,0,0,8,0,0,12,0,0,1,0,0,0,2,0
"3105000935668",0,0,10,3,25,1,0,0,5,0,0,1,0,2,0,2,0,0,3,1
"3105000936346",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3105000952061",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105000972023",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001114405",1,0,31,5,71,0,0,0,21,0,0,16,0,6,0,2,1,0,6,0
"3105001116276",0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3105001116280",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105001116295",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3105001172057",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001212038",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001252057",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001282038",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001312042",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001322038",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105001352023",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3105001382057",0,0,2,9,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2
"3105001582038",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105002382023",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105002462038",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3105002962057",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105003212057",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3105004202038",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3105004542023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105004952042",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105005072042",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"3105006752042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3105007212038",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105007802023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105008122038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105009392042",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3105009452038",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"3105010192038",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105010272023",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"3105010292023",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1
"3105010302023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3105010312023",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105010322023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3105010622023",0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"3105100010024",0,0,3,0,12,0,0,0,0,0,0,6,0,0,0,1,0,0,2,0
"3105100010039",5,0,15,0,34,0,0,1,8,1,0,7,0,6,1,1,0,1,6,0
"3105200010182",16,0,81,7,236,1,0,1,26,7,0,50,14,6,16,8,3,11,18,4
"3105200010197",1,0,19,0,38,0,0,0,36,0,0,26,0,2,0,2,0,1,2,0
"310520001020A",2,0,66,13,156,2,0,0,31,0,0,60,9,10,10,4,3,12,19,0
"3105200010214",0,0,25,1,48,0,0,0,14,0,0,19,3,1,4,4,1,2,3,0
"3105200010229",2,0,32,4,73,0,0,1,31,1,0,40,7,2,5,7,2,4,6,0
"3105200010233",0,0,22,1,27,0,0,0,14,0,0,19,0,2,0,2,2,2,0,0
"3105200010248",0,0,15,2,19,0,0,1,8,0,0,8,0,0,0,2,0,0,2,0
"3105200010252",3,0,4,0,5,0,0,0,8,0,0,8,1,2,0,0,2,1,1,0
"3105200010267",6,0,16,3,31,0,0,0,7,0,0,10,0,2,0,0,1,1,4,0
"3105200010271",1,0,4,0,9,0,0,0,5,0,0,11,0,1,0,0,0,0,0,0
"3105200010303",1,0,6,0,6,0,0,0,8,0,0,8,0,4,0,1,0,0,0,0
"3105200010318",0,0,14,0,1,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0
"3105200010322",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105200010337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3105200010341",0,0,2,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"3105200010356",1,0,15,1,43,1,0,0,16,0,0,21,0,7,0,2,0,1,5,0
"3105200010360",2,0,10,1,20,0,0,0,3,0,0,11,1,4,0,1,0,0,4,0
"3105200010375",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310520001038A",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310520008013A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105201710110",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"310520191013A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105300010033",3,0,66,6,164,0,0,2,54,4,0,19,2,7,3,2,1,12,13,1
"3105300010071",0,0,8,2,21,0,0,0,32,0,0,6,0,1,2,0,0,0,0,0
"3105300010086",0,0,19,0,40,0,0,0,70,0,0,10,0,2,0,0,0,2,1,0
"3105300010103",0,0,1,0,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
"3105300010118",0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"3105300010137",1,0,16,2,31,0,0,0,23,1,0,13,0,2,0,2,1,1,7,0
"3105300010141",0,0,6,0,16,0,0,0,24,0,0,7,0,1,0,0,0,0,0,0
"3105300010156",1,0,12,2,37,0,0,0,41,2,0,16,0,7,3,0,1,1,4,0
"3105300010160",0,0,15,1,25,1,0,0,35,0,0,9,0,2,1,1,1,0,3,0
"310530001018A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105300030067",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105300120067",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105300160067",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105300870067",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105400010026",0,0,5,1,24,0,0,0,21,0,0,9,0,2,0,2,0,1,2,0
"3105400010030",6,0,11,2,31,0,0,1,8,1,0,9,0,3,0,1,0,1,6,0
"3105500010080",0,0,23,4,38,0,0,0,13,1,0,16,1,4,0,0,1,1,1,0
"3105500010095",4,0,13,2,42,0,0,1,19,1,0,14,0,2,0,0,1,0,4,0
"3105500010127",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3105500010146",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3105500010150",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3105500020061",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3105600010016",1,0,46,9,55,0,0,0,62,0,0,31,3,4,0,7,0,1,5,0
"310560001004A",7,1,34,11,92,0,0,0,64,0,0,44,5,8,5,6,3,5,19,1
"3105600010162",0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3105600010251",1,0,8,0,24,0,0,0,24,0,0,12,0,0,0,1,1,0,0,0
